customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,customer_value,is_repeat,has_discount,age_group
441,20,Male,Shirt,Clothing,89.0,Oklahoma,XL,Maroon,Winter,3.5,Yes,Store Pickup,Yes,34.0,Debit Card,Fortnightly,3026.0,1,1,Young
974,60,Male,Jacket,Outerwear,75.0,Colorado,M,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,30.0,Bank Transfer,Quarterly,2250.0,1,1,Mid
3738,19,Female,Jewelry,Accessories,23.0,Kentucky,S,Maroon,Winter,4.9,No,Free Shipping,No,43.0,PayPal,Bi-Weekly,989.0,1,0,Young
3272,35,Female,Socks,Clothing,55.0,Nevada,XL,Magenta,Spring,4.4,No,Standard,No,30.0,Credit Card,Weekly,1650.0,1,0,Adult
1199,40,Male,Socks,Clothing,49.0,New Jersey,M,Brown,Summer,3.9,No,2-Day Shipping,Yes,17.0,Cash,Annually,833.0,1,1,Adult
2428,27,Male,Jacket,Outerwear,26.0,Oregon,M,Purple,Spring,3.3,No,Standard,No,45.0,Cash,Quarterly,1170.0,1,0,Adult
2009,57,Male,Skirt,Clothing,48.0,Florida,M,Gray,Spring,2.5,No,Free Shipping,No,27.0,PayPal,Every 3 Months,1296.0,1,0,Mid
2886,29,Female,Backpack,Accessories,82.0,Nevada,M,Yellow,Summer,3.5,No,Next Day Air,No,14.0,Credit Card,Bi-Weekly,1148.0,1,0,Adult
551,62,Male,Belt,Accessories,62.0,Georgia,M,Olive,Summer,3.3,Yes,Store Pickup,Yes,12.0,PayPal,Weekly,744.0,1,1,Senior
1999,20,Male,Pants,Clothing,45.0,Vermont,M,Orange,Fall,3.4,No,2-Day Shipping,No,19.0,Cash,Quarterly,855.0,1,0,Young
536,56,Male,T-shirt,Clothing,45.0,West Virginia,L,Maroon,Spring,3.2,Yes,Free Shipping,Yes,24.0,Bank Transfer,Weekly,1080.0,1,1,Mid
3783,40,Female,Jacket,Outerwear,45.0,Alabama,L,Orange,Spring,2.8,No,Free Shipping,No,42.0,PayPal,Fortnightly,1890.0,1,0,Adult
125,44,Male,Sweater,Clothing,86.0,Nevada,M,Gray,Spring,3.1,Yes,Next Day Air,Yes,50.0,PayPal,Annually,4300.0,1,1,Mid
3322,32,Female,Coat,Outerwear,100.0,Maine,S,Charcoal,Winter,4.3,No,Next Day Air,No,3.0,Venmo,Annually,300.0,1,0,Adult
2074,38,Male,Belt,Accessories,25.0,Texas,S,Green,Winter,3.5,No,Next Day Air,No,2.0,PayPal,Every 3 Months,50.0,1,0,Adult
2539,18,Male,Scarf,Accessories,32.0,New Jersey,M,Silver,Summer,4.2,No,Next Day Air,No,33.0,Credit Card,Bi-Weekly,1056.0,1,0,Young
1475,31,Male,Sweater,Clothing,72.0,New Jersey,S,Pink,Fall,3.9,No,Next Day Air,Yes,6.0,Credit Card,Monthly,432.0,1,1,Adult
3345,62,Female,Hat,Accessories,48.0,Washington,XL,Magenta,Fall,4.3,No,Free Shipping,No,20.0,Cash,Annually,960.0,1,0,Senior
236,43,Male,Sunglasses,Accessories,89.0,New Jersey,M,Cyan,Winter,3.7,Yes,Free Shipping,Yes,31.0,Debit Card,Quarterly,2759.0,1,1,Mid
3341,42,Female,T-shirt,Clothing,36.0,Virginia,XL,Maroon,Fall,4.4,No,Free Shipping,No,47.0,Credit Card,Fortnightly,1692.0,1,0,Mid
2727,33,Female,Belt,Accessories,92.0,Michigan,L,Blue,Winter,3.3,No,Free Shipping,No,11.0,PayPal,Bi-Weekly,1012.0,1,0,Adult
3844,64,Female,Hat,Accessories,71.0,Georgia,L,Silver,Winter,4.0,No,Free Shipping,No,48.0,Venmo,Every 3 Months,3408.0,1,0,Senior
222,28,Male,Hat,Accessories,68.0,North Carolina,XL,Magenta,Summer,4.4,Yes,Store Pickup,Yes,6.0,Bank Transfer,Quarterly,408.0,1,1,Adult
1540,32,Male,Belt,Accessories,55.0,Hawaii,M,Turquoise,Spring,5.0,No,2-Day Shipping,Yes,19.0,Cash,Every 3 Months,1045.0,1,1,Adult
3463,44,Female,Jeans,Clothing,73.0,Michigan,L,Olive,Spring,4.5,No,Standard,No,34.0,Credit Card,Every 3 Months,2482.0,1,0,Mid
2026,42,Male,Shirt,Clothing,29.0,Delaware,M,Turquoise,Summer,3.0,No,Express,No,43.0,Debit Card,Fortnightly,1247.0,1,0,Mid
985,26,Male,Shoes,Footwear,78.0,Utah,M,Green,Summer,3.4,Yes,Free Shipping,Yes,8.0,Credit Card,Bi-Weekly,624.0,1,1,Adult
2594,36,Male,Pants,Clothing,36.0,Colorado,S,Indigo,Fall,4.7,No,Store Pickup,No,9.0,Bank Transfer,Every 3 Months,324.0,1,0,Adult
2253,48,Male,Shoes,Footwear,96.0,Nebraska,S,Maroon,Summer,3.9,No,Express,No,21.0,Bank Transfer,Annually,2016.0,1,0,Mid
1176,35,Male,Belt,Accessories,81.0,New Jersey,M,Beige,Spring,4.1,No,Store Pickup,Yes,26.0,PayPal,Quarterly,2106.0,1,1,Adult
834,43,Male,Handbag,Accessories,68.0,Oklahoma,M,Purple,Fall,3.5,Yes,Standard,Yes,11.0,Credit Card,Annually,748.0,1,1,Mid
3511,49,Female,Sneakers,Footwear,96.0,Pennsylvania,S,Orange,Fall,4.9,No,2-Day Shipping,No,14.0,Venmo,Monthly,1344.0,1,0,Mid
3307,63,Female,Jacket,Outerwear,39.0,Colorado,L,Orange,Summer,3.6,No,Store Pickup,No,6.0,Venmo,Fortnightly,234.0,1,0,Senior
1291,67,Male,Skirt,Clothing,35.0,Maryland,M,Indigo,Spring,3.4,No,Free Shipping,Yes,3.0,PayPal,Annually,105.0,1,1,Senior
2078,64,Male,Scarf,Accessories,34.0,Nebraska,L,Orange,Fall,3.3,No,Free Shipping,No,26.0,Bank Transfer,Annually,884.0,1,0,Senior
2315,42,Male,Handbag,Accessories,95.0,Virginia,XL,Brown,Winter,4.4,No,Express,No,12.0,Bank Transfer,Every 3 Months,1140.0,1,0,Mid
1438,69,Male,Boots,Footwear,97.0,Montana,XL,Orange,Winter,4.2,No,Free Shipping,Yes,14.0,Cash,Annually,1358.0,1,1,Senior
246,49,Male,Sandals,Footwear,53.0,Rhode Island,L,Charcoal,Summer,3.3,Yes,Next Day Air,Yes,45.0,Venmo,Fortnightly,2385.0,1,1,Mid
762,57,Male,Jewelry,Accessories,91.0,Nevada,L,Yellow,Fall,4.2,Yes,Express,Yes,26.0,Bank Transfer,Weekly,2366.0,1,1,Mid
1295,27,Male,Shirt,Clothing,64.0,Texas,M,Silver,Summer,4.5,No,Standard,Yes,21.0,Cash,Every 3 Months,1344.0,1,1,Adult
1045,39,Male,Jeans,Clothing,30.0,Oregon,L,Teal,Summer,4.4,Yes,Next Day Air,Yes,17.0,Bank Transfer,Every 3 Months,510.0,1,1,Adult
1889,62,Male,Hoodie,Clothing,89.0,South Dakota,XL,Turquoise,Winter,3.4,No,Free Shipping,No,48.0,Credit Card,Weekly,4272.0,1,0,Senior
1582,69,Male,Jewelry,Accessories,77.0,Ohio,L,Teal,Fall,4.2,No,Free Shipping,Yes,46.0,Cash,Quarterly,3542.0,1,1,Senior
684,33,Male,Sandals,Footwear,36.0,Michigan,S,Violet,Winter,2.7,Yes,Free Shipping,Yes,3.0,Bank Transfer,Monthly,108.0,1,1,Adult
504,55,Male,Shoes,Footwear,24.0,West Virginia,M,Lavender,Summer,3.2,Yes,Next Day Air,Yes,26.0,Bank Transfer,Quarterly,624.0,1,1,Mid
160,58,Male,Gloves,Accessories,27.0,New Hampshire,M,Charcoal,Fall,3.8,Yes,Store Pickup,Yes,39.0,Bank Transfer,Every 3 Months,1053.0,1,1,Mid
2788,36,Female,Boots,Footwear,79.0,West Virginia,XL,Pink,Spring,4.1,No,Next Day Air,No,4.0,Venmo,Fortnightly,316.0,1,0,Adult
1719,54,Male,T-shirt,Clothing,96.0,Maryland,L,Pink,Winter,3.4,No,2-Day Shipping,No,14.0,PayPal,Every 3 Months,1344.0,1,0,Mid
746,46,Male,T-shirt,Clothing,92.0,Michigan,L,Orange,Fall,4.7,Yes,Standard,Yes,4.0,Venmo,Monthly,368.0,1,1,Mid
3606,68,Female,Jeans,Clothing,41.0,Alabama,M,Gold,Fall,4.3,No,Store Pickup,No,36.0,Bank Transfer,Every 3 Months,1476.0,1,0,Senior
397,46,Male,Dress,Clothing,88.0,South Carolina,S,Black,Fall,3.9,Yes,Standard,Yes,24.0,Bank Transfer,Annually,2112.0,1,1,Mid
1887,18,Male,Gloves,Accessories,91.0,Arkansas,L,Beige,Spring,4.4,No,Next Day Air,No,46.0,Cash,Bi-Weekly,4186.0,1,0,Young
3034,22,Female,Sweater,Clothing,56.0,Alabama,L,Orange,Spring,2.6,No,Store Pickup,No,9.0,PayPal,Weekly,504.0,1,0,Young
3062,33,Female,T-shirt,Clothing,59.0,South Dakota,L,Olive,Fall,4.5,No,Express,No,20.0,PayPal,Every 3 Months,1180.0,1,0,Adult
305,40,Male,Dress,Clothing,84.0,Oregon,M,Green,Winter,3.4,Yes,Next Day Air,Yes,45.0,Credit Card,Bi-Weekly,3780.0,1,1,Adult
2123,32,Male,Jacket,Outerwear,36.0,Virginia,L,Teal,Fall,4.0,No,Express,No,42.0,Debit Card,Weekly,1512.0,1,0,Adult
2959,55,Female,Skirt,Clothing,100.0,Ohio,M,Black,Summer,4.5,No,Standard,No,28.0,PayPal,Monthly,2800.0,1,0,Mid
1391,25,Male,Hat,Accessories,38.0,Arkansas,M,Maroon,Summer,4.3,No,Standard,Yes,42.0,Debit Card,Weekly,1596.0,1,1,Young
2566,30,Male,Socks,Clothing,43.0,Vermont,S,Indigo,Fall,3.6,No,Store Pickup,No,8.0,Venmo,Quarterly,344.0,1,0,Adult
3292,29,Female,Belt,Accessories,51.0,New Mexico,L,Olive,Fall,2.6,No,2-Day Shipping,No,11.0,Cash,Monthly,561.0,1,0,Adult
80,38,Male,Jacket,Outerwear,96.0,Iowa,M,Olive,Winter,2.6,Yes,2-Day Shipping,Yes,43.0,Bank Transfer,Every 3 Months,4128.0,1,1,Adult
1460,20,Male,Shoes,Footwear,35.0,Maine,L,Yellow,Winter,4.8,No,Express,Yes,18.0,Venmo,Fortnightly,630.0,1,1,Young
664,59,Male,Dress,Clothing,83.0,Alaska,M,Charcoal,Fall,4.7,Yes,Express,Yes,23.0,Credit Card,Monthly,1909.0,1,1,Mid
197,38,Male,Boots,Footwear,88.0,Washington,M,Lavender,Summer,3.9,Yes,Next Day Air,Yes,41.0,Credit Card,Fortnightly,3608.0,1,1,Adult
2028,50,Male,Shoes,Footwear,73.0,Nebraska,S,Gold,Fall,4.8,No,Standard,No,50.0,Credit Card,Every 3 Months,3650.0,1,0,Mid
289,30,Male,T-shirt,Clothing,62.0,North Carolina,M,Lavender,Winter,3.7,Yes,2-Day Shipping,Yes,34.0,Venmo,Bi-Weekly,2108.0,1,1,Adult
1330,70,Male,Gloves,Accessories,63.0,Texas,M,Indigo,Fall,3.3,No,Express,Yes,50.0,PayPal,Every 3 Months,3150.0,1,1,Senior
761,33,Male,Gloves,Accessories,50.0,Minnesota,XL,Violet,Fall,3.4,Yes,Free Shipping,Yes,6.0,Cash,Annually,300.0,1,1,Adult
377,51,Male,Shoes,Footwear,51.0,South Carolina,S,Gray,Fall,4.9,Yes,Express,Yes,2.0,Venmo,Bi-Weekly,102.0,1,1,Mid
1141,31,Male,Jeans,Clothing,39.0,Maryland,M,White,Winter,2.6,No,Store Pickup,Yes,6.0,Credit Card,Every 3 Months,234.0,1,1,Adult
319,45,Male,Backpack,Accessories,67.0,South Dakota,M,Beige,Winter,2.5,Yes,Standard,Yes,10.0,Cash,Annually,670.0,1,1,Mid
3611,18,Female,Jacket,Outerwear,86.0,Texas,XL,Green,Fall,4.8,No,2-Day Shipping,No,23.0,Bank Transfer,Fortnightly,1978.0,1,0,Young
3695,45,Female,Sweater,Clothing,41.0,Rhode Island,M,Blue,Winter,2.6,No,Express,No,11.0,PayPal,Bi-Weekly,451.0,1,0,Mid
1847,68,Male,Scarf,Accessories,53.0,Wisconsin,M,Yellow,Summer,2.9,No,Standard,No,9.0,Venmo,Quarterly,477.0,1,0,Senior
3897,52,Female,Backpack,Accessories,49.0,Iowa,L,White,Spring,4.5,No,Store Pickup,No,41.0,Bank Transfer,Bi-Weekly,2009.0,1,0,Mid
1,55,Male,Blouse,Clothing,53.0,Kentucky,L,Gray,Winter,3.1,Yes,Express,Yes,14.0,Venmo,Fortnightly,742.0,1,1,Mid
1536,36,Male,Sandals,Footwear,74.0,West Virginia,S,Turquoise,Fall,4.0,No,2-Day Shipping,Yes,8.0,Venmo,Monthly,592.0,1,1,Adult
1077,33,Male,Coat,Outerwear,72.0,North Dakota,L,Charcoal,Spring,2.9,No,Standard,Yes,47.0,Venmo,Bi-Weekly,3384.0,1,1,Adult
1260,68,Male,Skirt,Clothing,64.0,Minnesota,M,Turquoise,Fall,3.9,No,Standard,Yes,45.0,Credit Card,Monthly,2880.0,1,1,Senior
1890,59,Male,Skirt,Clothing,57.0,North Carolina,L,Peach,Spring,2.5,No,Next Day Air,No,27.0,Bank Transfer,Weekly,1539.0,1,0,Mid
1646,53,Male,Scarf,Accessories,36.0,Ohio,L,Green,Summer,2.8,No,Standard,Yes,36.0,Venmo,Every 3 Months,1296.0,1,1,Mid
1178,54,Male,Skirt,Clothing,21.0,Iowa,M,Black,Spring,4.8,No,Standard,Yes,24.0,Debit Card,Monthly,504.0,1,1,Mid
1954,25,Male,Skirt,Clothing,33.0,Colorado,XL,Green,Spring,4.8,No,Standard,No,3.0,PayPal,Fortnightly,99.0,1,0,Young
192,64,Male,Hat,Accessories,76.0,Utah,M,Gray,Fall,3.9,Yes,Free Shipping,Yes,29.0,Cash,Every 3 Months,2204.0,1,1,Senior
3150,18,Female,Belt,Accessories,40.0,North Carolina,M,Lavender,Winter,4.6,No,Free Shipping,No,9.0,Venmo,Annually,360.0,1,0,Young
3483,66,Female,Gloves,Accessories,61.0,Hawaii,M,Gold,Winter,3.9,No,Next Day Air,No,35.0,Debit Card,Weekly,2135.0,1,0,Senior
202,69,Male,Blouse,Clothing,22.0,Missouri,S,Beige,Fall,4.3,Yes,Free Shipping,Yes,15.0,Bank Transfer,Annually,330.0,1,1,Senior
3275,46,Female,Sweater,Clothing,20.0,Oklahoma,M,Cyan,Spring,3.9,No,Store Pickup,No,14.0,Cash,Fortnightly,280.0,1,0,Mid
1374,18,Male,Gloves,Accessories,40.0,Virginia,L,Turquoise,Winter,2.6,No,Store Pickup,Yes,6.0,Cash,Quarterly,240.0,1,1,Young
2047,39,Male,Pants,Clothing,32.0,Oklahoma,M,Maroon,Winter,2.8,No,Free Shipping,No,30.0,Cash,Every 3 Months,960.0,1,0,Adult
2270,49,Male,Skirt,Clothing,38.0,Kentucky,M,Yellow,Fall,4.4,No,Store Pickup,No,27.0,Credit Card,Annually,1026.0,1,0,Mid
2958,69,Female,Jewelry,Accessories,70.0,South Dakota,S,Gray,Fall,4.7,No,Standard,No,2.0,Cash,Annually,140.0,1,0,Senior
2327,66,Male,Skirt,Clothing,63.0,Oklahoma,L,Maroon,Winter,2.6,No,Standard,No,38.0,Bank Transfer,Annually,2394.0,1,0,Senior
184,58,Male,Skirt,Clothing,29.0,Ohio,XL,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,26.0,Credit Card,Weekly,754.0,1,1,Mid
1568,30,Male,Backpack,Accessories,33.0,Minnesota,M,Turquoise,Spring,4.1,No,Standard,Yes,9.0,Cash,Monthly,297.0,1,1,Adult
1797,62,Male,Skirt,Clothing,35.0,South Carolina,S,Brown,Spring,3.1,No,Store Pickup,No,34.0,Venmo,Weekly,1190.0,1,0,Senior
102,27,Male,Coat,Outerwear,85.0,North Dakota,XL,White,Spring,4.6,Yes,Express,Yes,50.0,Credit Card,Bi-Weekly,4250.0,1,1,Adult
1093,68,Male,Jewelry,Accessories,50.0,South Dakota,L,Magenta,Spring,4.1,No,2-Day Shipping,Yes,20.0,Venmo,Quarterly,1000.0,1,1,Senior
2118,27,Male,Dress,Clothing,28.0,Colorado,L,Brown,Summer,3.8,No,Free Shipping,No,11.0,Debit Card,Annually,308.0,1,0,Adult
1895,42,Male,Hoodie,Clothing,90.0,Arizona,M,Purple,Fall,2.5,No,Free Shipping,No,48.0,Debit Card,Bi-Weekly,4320.0,1,0,Mid
2023,59,Male,Jewelry,Accessories,38.0,Alabama,S,Black,Winter,4.0,No,Store Pickup,No,16.0,Cash,Bi-Weekly,608.0,1,0,Mid
708,59,Male,Shirt,Clothing,38.0,Louisiana,L,Purple,Spring,3.7,Yes,Next Day Air,Yes,21.0,Venmo,Annually,798.0,1,1,Mid
2634,51,Male,Sunglasses,Accessories,90.0,Alaska,M,Purple,Fall,4.7,No,Next Day Air,No,32.0,Credit Card,Fortnightly,2880.0,1,0,Mid
3813,50,Female,Skirt,Clothing,75.0,Michigan,M,Pink,Spring,2.8,No,Next Day Air,No,7.0,Bank Transfer,Every 3 Months,525.0,1,0,Mid
880,62,Male,Skirt,Clothing,76.0,Wyoming,S,Lavender,Spring,4.1,Yes,Free Shipping,Yes,14.0,PayPal,Quarterly,1064.0,1,1,Senior
3499,47,Female,Sandals,Footwear,35.0,Kentucky,M,Lavender,Summer,3.8,No,Standard,No,2.0,Bank Transfer,Bi-Weekly,70.0,1,0,Mid
1261,63,Male,Shirt,Clothing,93.0,Virginia,XL,Green,Spring,4.1,No,Store Pickup,Yes,30.0,Debit Card,Quarterly,2790.0,1,1,Senior
2388,36,Male,Hat,Accessories,95.0,Tennessee,M,Gold,Summer,4.0,No,2-Day Shipping,No,14.0,Debit Card,Monthly,1330.0,1,0,Adult
3854,61,Female,Sunglasses,Accessories,76.0,Tennessee,M,Lavender,Fall,4.0,No,Store Pickup,No,49.0,Debit Card,Bi-Weekly,3724.0,1,0,Senior
1872,56,Male,Jeans,Clothing,96.0,Illinois,XL,Violet,Fall,2.7,No,Standard,No,14.0,Cash,Every 3 Months,1344.0,1,0,Mid
2971,24,Female,Jewelry,Accessories,74.0,Kansas,M,White,Winter,3.4,No,Free Shipping,No,44.0,Credit Card,Bi-Weekly,3256.0,1,0,Young
2167,31,Male,Jacket,Outerwear,88.0,New Jersey,S,Purple,Spring,3.5,No,Express,No,50.0,Credit Card,Bi-Weekly,4400.0,1,0,Adult
1940,66,Male,Gloves,Accessories,57.0,Ohio,L,Magenta,Winter,3.7,No,Store Pickup,No,20.0,PayPal,Every 3 Months,1140.0,1,0,Senior
2402,43,Male,Boots,Footwear,76.0,Oregon,M,Pink,Winter,4.2,No,Standard,No,25.0,PayPal,Bi-Weekly,1900.0,1,0,Mid
3323,52,Female,Sweater,Clothing,92.0,Indiana,XL,Orange,Winter,4.6,No,Next Day Air,No,43.0,PayPal,Weekly,3956.0,1,0,Mid
3168,24,Female,Dress,Clothing,78.0,Oregon,M,Blue,Fall,2.8,No,2-Day Shipping,No,9.0,Cash,Bi-Weekly,702.0,1,0,Young
44,25,Male,Scarf,Accessories,69.0,Ohio,L,Lavender,Fall,3.7,Yes,Store Pickup,Yes,19.0,PayPal,Fortnightly,1311.0,1,1,Young
1358,24,Male,Backpack,Accessories,66.0,Texas,S,Red,Summer,3.5,No,Next Day Air,Yes,20.0,Cash,Quarterly,1320.0,1,1,Young
3416,38,Female,Blouse,Clothing,68.0,New York,M,Gold,Fall,3.0,No,2-Day Shipping,No,15.0,Bank Transfer,Annually,1020.0,1,0,Adult
1893,39,Male,Jacket,Outerwear,30.0,California,M,Blue,Fall,4.6,No,2-Day Shipping,No,12.0,Venmo,Weekly,360.0,1,0,Adult
1132,67,Male,Shirt,Clothing,73.0,Illinois,M,Black,Spring,3.7,No,Express,Yes,20.0,Bank Transfer,Monthly,1460.0,1,1,Senior
3831,22,Female,Hat,Accessories,27.0,Pennsylvania,M,Indigo,Summer,3.0,No,2-Day Shipping,No,33.0,Bank Transfer,Every 3 Months,891.0,1,0,Young
2431,20,Male,Jacket,Outerwear,100.0,North Dakota,XL,White,Summer,4.3,No,Express,No,42.0,Cash,Quarterly,4200.0,1,0,Young
3782,52,Female,Boots,Footwear,99.0,Tennessee,M,Pink,Winter,3.7,No,Standard,No,40.0,PayPal,Fortnightly,3960.0,1,0,Mid
429,21,Male,Coat,Outerwear,64.0,Wyoming,XL,Gold,Winter,2.9,Yes,Free Shipping,Yes,2.0,Debit Card,Fortnightly,128.0,1,1,Young
568,21,Male,Blouse,Clothing,50.0,New Hampshire,S,Red,Winter,3.0,Yes,Next Day Air,Yes,24.0,Venmo,Fortnightly,1200.0,1,1,Young
1689,28,Male,Handbag,Accessories,26.0,Mississippi,S,Peach,Winter,3.0,No,Next Day Air,No,13.0,Venmo,Fortnightly,338.0,1,0,Adult
3119,61,Female,Shorts,Clothing,97.0,Virginia,L,Blue,Summer,4.7,No,Standard,No,31.0,Debit Card,Quarterly,3007.0,1,0,Senior
2038,39,Male,Belt,Accessories,87.0,Illinois,S,Green,Summer,4.3,No,Express,No,7.0,Venmo,Bi-Weekly,609.0,1,0,Adult
1283,24,Male,Shirt,Clothing,68.0,New Hampshire,L,Violet,Winter,3.0,No,Free Shipping,Yes,20.0,Venmo,Monthly,1360.0,1,1,Young
1685,30,Male,Shirt,Clothing,93.0,New Mexico,M,Indigo,Spring,4.6,No,Standard,No,28.0,PayPal,Weekly,2604.0,1,0,Adult
3057,69,Female,Gloves,Accessories,59.0,New Jersey,M,Beige,Spring,3.8,No,Standard,No,15.0,Cash,Bi-Weekly,885.0,1,0,Senior
2752,27,Female,Dress,Clothing,52.0,Minnesota,S,Indigo,Fall,3.1,No,Free Shipping,No,50.0,Venmo,Monthly,2600.0,1,0,Adult
1001,43,Male,Socks,Clothing,46.0,Georgia,M,Red,Winter,3.9,Yes,Express,Yes,1.0,Bank Transfer,Bi-Weekly,46.0,0,1,Mid
2626,30,Male,Skirt,Clothing,51.0,Colorado,L,Cyan,Summer,2.7,No,Standard,No,31.0,Credit Card,Weekly,1581.0,1,0,Adult
906,46,Male,Dress,Clothing,68.0,Mississippi,S,Cyan,Spring,2.8,Yes,Standard,Yes,16.0,Venmo,Annually,1088.0,1,1,Mid
143,37,Male,Jacket,Outerwear,58.0,Nebraska,L,Violet,Fall,3.1,Yes,Free Shipping,Yes,33.0,Credit Card,Fortnightly,1914.0,1,1,Adult
1669,66,Male,Blouse,Clothing,33.0,Utah,L,Charcoal,Summer,4.0,No,Standard,Yes,28.0,Debit Card,Fortnightly,924.0,1,1,Senior
2263,53,Male,Backpack,Accessories,22.0,Arizona,M,Green,Winter,3.1,No,2-Day Shipping,No,50.0,PayPal,Monthly,1100.0,1,0,Mid
1528,26,Male,Hat,Accessories,75.0,Wisconsin,L,Red,Fall,4.5,No,2-Day Shipping,Yes,33.0,Debit Card,Fortnightly,2475.0,1,1,Adult
74,48,Male,Pants,Clothing,85.0,Hawaii,M,Teal,Spring,2.7,Yes,Free Shipping,Yes,43.0,Bank Transfer,Bi-Weekly,3655.0,1,1,Mid
338,32,Male,Sweater,Clothing,59.0,New Mexico,M,Cyan,Winter,4.3,Yes,2-Day Shipping,Yes,16.0,Bank Transfer,Annually,944.0,1,1,Adult
2811,27,Female,Jeans,Clothing,31.0,Arizona,M,Purple,Summer,4.0,No,Standard,No,10.0,Debit Card,Fortnightly,310.0,1,0,Adult
3184,50,Female,Sneakers,Footwear,56.0,Mississippi,M,Green,Winter,3.5,No,Standard,No,14.0,Cash,Every 3 Months,784.0,1,0,Mid
3666,28,Female,Socks,Clothing,77.0,North Carolina,M,Peach,Fall,3.4,No,Next Day Air,No,11.0,Credit Card,Quarterly,847.0,1,0,Adult
402,43,Male,T-shirt,Clothing,91.0,Oklahoma,L,Orange,Fall,4.8,Yes,Standard,Yes,21.0,Cash,Quarterly,1911.0,1,1,Mid
2302,37,Male,Pants,Clothing,20.0,Maine,L,Turquoise,Winter,2.9,No,Next Day Air,No,21.0,Debit Card,Annually,420.0,1,0,Adult
3507,18,Female,Shirt,Clothing,57.0,Illinois,L,Olive,Winter,3.7,No,2-Day Shipping,No,12.0,Cash,Fortnightly,684.0,1,0,Young
475,62,Male,Sweater,Clothing,76.0,Arkansas,XL,Maroon,Summer,2.6,Yes,2-Day Shipping,Yes,15.0,Cash,Quarterly,1140.0,1,1,Senior
1429,20,Male,Blouse,Clothing,97.0,North Dakota,S,Green,Summer,4.9,No,Express,Yes,42.0,PayPal,Quarterly,4074.0,1,1,Young
47,57,Male,Shirt,Clothing,43.0,California,L,White,Summer,2.9,Yes,Store Pickup,Yes,45.0,Cash,Quarterly,1935.0,1,1,Mid
1130,37,Male,Hoodie,Clothing,65.0,New Hampshire,XL,White,Winter,4.7,No,Express,Yes,46.0,Venmo,Fortnightly,2990.0,1,1,Adult
1651,60,Male,Scarf,Accessories,36.0,Arkansas,M,Silver,Winter,3.4,No,Next Day Air,Yes,46.0,Credit Card,Fortnightly,1656.0,1,1,Mid
2691,44,Female,Belt,Accessories,32.0,New Mexico,L,Yellow,Summer,4.7,No,Free Shipping,No,18.0,Bank Transfer,Weekly,576.0,1,0,Mid
3179,66,Female,Sandals,Footwear,34.0,Washington,L,Beige,Spring,2.7,No,Free Shipping,No,28.0,Credit Card,Annually,952.0,1,0,Senior
3878,28,Female,Hoodie,Clothing,96.0,Nevada,M,Olive,Spring,4.2,No,Next Day Air,No,46.0,Debit Card,Monthly,4416.0,1,0,Adult
525,59,Male,Shirt,Clothing,39.0,Pennsylvania,M,Gold,Summer,4.8,Yes,Free Shipping,Yes,44.0,PayPal,Annually,1716.0,1,1,Mid
3670,25,Female,Socks,Clothing,52.0,Washington,S,Silver,Fall,4.6,No,Store Pickup,No,43.0,PayPal,Quarterly,2236.0,1,0,Young
1144,68,Male,Boots,Footwear,23.0,Nevada,L,Teal,Winter,4.4,No,Standard,Yes,43.0,PayPal,Quarterly,989.0,1,1,Senior
186,46,Male,T-shirt,Clothing,32.0,Wisconsin,XL,Silver,Summer,4.5,Yes,Store Pickup,Yes,34.0,Bank Transfer,Fortnightly,1088.0,1,1,Mid
780,60,Male,Dress,Clothing,94.0,Utah,M,Blue,Spring,4.6,Yes,Express,Yes,38.0,Cash,Annually,3572.0,1,1,Mid
572,54,Male,Jacket,Outerwear,76.0,Kentucky,XL,Cyan,Spring,3.6,Yes,Free Shipping,Yes,37.0,Venmo,Weekly,2812.0,1,1,Mid
3404,30,Female,Boots,Footwear,65.0,Illinois,M,Olive,Summer,3.9,No,Standard,No,1.0,Cash,Bi-Weekly,65.0,0,0,Adult
3674,32,Female,Socks,Clothing,28.0,Rhode Island,M,Pink,Summer,4.2,No,2-Day Shipping,No,31.0,Bank Transfer,Fortnightly,868.0,1,0,Adult
2384,53,Male,Backpack,Accessories,72.0,Rhode Island,L,Gold,Spring,4.9,No,2-Day Shipping,No,25.0,Bank Transfer,Annually,1800.0,1,0,Mid
1951,43,Male,Backpack,Accessories,78.0,Arkansas,L,Blue,Summer,4.6,No,Free Shipping,No,26.0,PayPal,Every 3 Months,2028.0,1,0,Mid
1752,57,Male,Sweater,Clothing,40.0,Ohio,M,Silver,Winter,3.2,No,2-Day Shipping,No,34.0,Cash,Annually,1360.0,1,0,Mid
3112,21,Female,Belt,Accessories,81.0,Kansas,XL,Indigo,Spring,4.9,No,Free Shipping,No,25.0,Debit Card,Quarterly,2025.0,1,0,Young
2286,34,Male,Belt,Accessories,100.0,Michigan,L,Pink,Summer,4.6,No,2-Day Shipping,No,38.0,PayPal,Every 3 Months,3800.0,1,0,Adult
3000,31,Female,Sunglasses,Accessories,48.0,New Hampshire,S,Charcoal,Winter,3.8,No,Standard,No,10.0,Cash,Monthly,480.0,1,0,Adult
